"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-kiralik/daire/136181-1275","16","28.000","04-02-2026","Kiralık Daire","1 +
                          1","87 m²","1
                        Yaşında","3. Kat","Suryapı Muhit 2.El Tek Yetkili Ofis Turyap 1+1 87m2 Balkonlu","İstanbul / Sancaktepe / Abdurrahmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Premıum Sancaktepe","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-kiralik/daire/145353-236","19","30.000","29-01-2026","Kiralık Daire","3 +
                          1","150 m²","8
                        Yaşında","19. Kat","İnnovia 3 Ultra Lüsk Eşyalı Klimalı Daire","İstanbul / Esenyurt / Yeşilkent Mah.","https://www.hepsiemlak.com/emlak-ofisi/rota-yapi-gayrimenkul-145353","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Rota Yapı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/148566-291","22","28.000","12-01-2026","Kiralık Daire","1 +
                          1","70 m²","2
                        Yaşında","Giriş Katı","Site'de Bahçe Kullanımlı Havuz Manzaralı 1+1 Kiralık Daire","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-anka-gayrimenkul-148566","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anka Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-bahcelievler-kiralik/daire/139012-759","22","55.000","26-02-2026","Kiralık Daire","2 +
                          1","77 m²","Sıfır Bina","1. Kat","Üsküdar Bahçelievler ’de Sıfır Ve Merkezi Konumlu 2+1 Daıre","İstanbul / Üsküdar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Benan
          Cevher"
"https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/daire/69537-102688","42","100.000","02-03-2026","Kiralık Daire","3 +
                          1","200 m²","5
                        Yaşında","11. Kat","01.03. Güncel Avangart 3+1 Aylık Ödeme Boş Daire","İstanbul / Sarıyer / Huzur Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/95585-4769","20","60.000","12-02-2026","Kiralık Daire","2 +
                          1","86 m²","Sıfır Bina","11. Kat","Para'dn Full Sıfır Eşyali Şehir Manz.11.Kat 2+1 Lüxs Daire","İstanbul / Kağıthane / Gültepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585/engin-yilmazturk-1992335","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Paranın Merkezi Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Engin
          Yılmaztürk"
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/0-45755908","7","55.000","21-01-2026","Kiralık Daire","3 +
                          1","80 m²","30
                        Yaşında","Ara Kat","Cihangir Başkurt Sokak Ta Sahibinden Eşyalı 3+1 Daire","İstanbul / Beyoğlu / Cihangir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/0-43655538","7","14.000","28-12-2025","Kiralık Daire","3 +
                          1","120 m²","35
                        Yaşında","Ara Kat","Bayan Ev Arkadaşı Kadıköy Merkez","İstanbul / Kadıköy / Acıbadem Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/17780-20426","29","75.000","06-02-2026","Kiralık Daire","4 +
                          1","180 m²","26
                        Yaşında","1. Kat","Floryada Kiralık Daire**merkezi Konumda Muhteşem 4 +1 Ara Katı","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/sebnem-ozgul-emlak-ve-gayrimenkul-danismanligi-17780/sebnem-ozgul-17780","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Şebnem Özgül Emlak Ve Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Şebnem
          Özgül"
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/1361-17696","31","165.000","20-02-2026","Kiralık Daire","5 +
                          1","240 m²","70
                        Yaşında","5. Kat","Konut Realty | Gümüşsuyu İnönü Caddesi'nde 240 M2 Kiralık Daire","İstanbul / Beyoğlu / Gümüşsuyu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/8525-57139","31","93.000","03-03-2026","Kiralık Daire","2 +
                          1","105 m²","5
                        Yaşında","12. Kat","Avangart Kiralık 2+1 Vadi Cephe Modern Full Eşyalı","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Versatıe Selenıum Twins Zorlu Center","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sinan
          Çizmeci"
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/118239-13192","34","22.000","04-03-2026","Kiralık Daire","2 +
                          1","80 m²","29
                        Yaşında","Giriş Katı","Caddeye Yakın,   2+1 Giriş Kat,     4.Levent Metroya(m2) Yürüme 20dk","İstanbul / Kağıthane / Sultan Selim Mah.","https://www.hepsiemlak.com/emlak-ofisi/adige-insaat-gayrimenkul-118239","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Adige İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/117700-206","8","30.000","21-02-2026","Kiralık Daire","1 +
                          1","80 m²","20
                        Yaşında","1. Kat","Taksim Gümüşsuyunda Giriş Kat 1+1 Eşyalı Kombi Ve Klimalı Temiz Daire.","İstanbul / Beyoğlu / Gümüşsuyu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/122353-335","34","55.000","08-01-2026","Kiralık Daire","1 +
                          1","65 m²","4
                        Yaşında","10. Kat","Vadistanbul Kordon İstanbul 1+1 Eşyalı Aylık Ödeme Kiralık Daire","İstanbul / Kağıthane / Hamidiye Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/86454-1610","56","49.000","06-03-2026","Kiralık Daire","2 +
                          1","105 m²","21
                        Yaşında","Yüksek Giriş","Albayrak'tan Çamlıca İlke-2 Sitesinde İçi Yeni Ve Eşyalı Daıre","İstanbul / Üsküdar / Ferah Mah.","https://www.hepsiemlak.com/emlak-ofisi/albayrak-emlak-insaat-86454","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/5/4/6/8/0/2b80d701-298e-4af9-be7c-98bb338f23f5.jpg","Albayrak Emlak İnşaat","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/162069-217","21","24.750","02-03-2026","Kiralık Daire","2 +
                          1","85 m²","26
                        Yaşında","3. Kat","M7 Ve M11 Metro 6-8 Dk Mesafede 2+1 85m2 Ara Kat Kiralık Daire","İstanbul / Kağıthane / Çağlayan Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-tomtom-kiralik/bina/6231-16306","50","270.000","21-02-2026","Kiralık Bina","4 +
                          1","337 m²","156
                        Yaşında","Villa Katı","Beyoğlu St. Antuan Kilisesi Yakını Tarihi Yenilenmiş Kiralık Bina","İstanbul / Beyoğlu / Tomtom Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/elif-kolankaya-1733671","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Space İstanbul Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elif
          Kolankaya"
"https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-kiralik/daire/67980-1599","8","22.000","04-02-2026","Kiralık Daire","1 +
                          1","85 m²","25
                        Yaşında","Yüksek Giriş","Sarıyer Hacıosmanda Kiralık 1+1 Daire","İstanbul / Sarıyer / Cumhuriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/101613-2546","13","19.500","05-01-2026","Kiralık Daire","Stüdyo","30 m²","11
                        Yaşında","Yüksek Giriş","Tuncaydan Metro 8 Dk Full Eşyalı 1+0 Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tuncay İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/2312-25591","18","39.000","28-01-2026","Kiralık Daire","1 +
                          1","58 m²","Sıfır Bina","1. Kat","Feriköy Kurtuluş Son Durakta, Asansörlü Binada Sıfır 1+1 Daire","İstanbul / Şişli / Feriköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-cadde-2312/tugba-avsar-2753958","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Cadde","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tuğba
          Avşar"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/63848-3566","12","25.000","26-12-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","1. Kat","Mecidiyeköy Gülbağda Asansorlü Yeni Binada Ayrı Mutfaklı 1+1 ( İlk Oturan Siz Olun )","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-emlak-63848","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cıty Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-kultur-kiralik/daire/5227-4296","12","59.000","10-01-2026","Kiralık Daire","3 +
                          1","120 m²","31
                        Yaşında","Bahçe Katı","Etiler Clubhouse Bebeköy Karşısında Müstakil Bahçe Girişli 3+1","İstanbul / Beşiktaş / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/ekeroglu-emlak-5227/mithat-ekeroglu-5227","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ekeroğlu Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mithat
          Ekeroğlu"
"https://www.hepsiemlak.com/istanbul-pendik-ahmet-yesevi-kiralik/daire/161262-43","40","30.000","07-03-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","8. Kat","Pendik Esenyalı Ahmetyesi Mah Elit Bölgede Sıfır Daire Manzalı","İstanbul / Pendik / Ahmet Yesevi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-kiralik/daire/101063-1012","35","26.000","11-02-2026","Kiralık Daire","1 +
                          1","70 m²","5
                        Yaşında","Yüksek Giriş","Beylikdüzü Yakupluda 1+1 70 M2 Eşyalı Kiralık Daire Metrobüse 15 Dk Yürüme Mesafesinde","İstanbul / Beylikdüzü / Yakuplu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/87953-1506","10","22.000","25-02-2026","Kiralık Daire","1 +
                          1","70 m²","28
                        Yaşında","Giriş Katı","Sultan Selim Mahallesi'nde Kiralık Giriş Katı Daire","İstanbul / Kağıthane / Sultan Selim Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/109630-843","25","47.000","21-01-2026","Kiralık Daire","Stüdyo","47 m²","2
                        Yaşında","3. Kat","Kordon İstanbul Tsl Den 1+o Lux Konforlu Kiralık Daire","İstanbul / Kağıthane / Seyrantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/festa-gayrimenkul-insaat-109630","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Festa Gayrimenkul & İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-fevzi-cakmak-kiralik/daire/34320-1217","17","37.000","06-03-2026","Kiralık Daire","1 +
                          1","75 m²","Sıfır Bina","2. Kat","Realhouse Gayrimenkulden Sega Life Da Peyzaj Cephe Kiralık 1+1","İstanbul / Küçükçekmece / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/real-house-gayrimenkul-34320/kaan-yilmaz-706547","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Real House Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kaan
          Yılmaz"
"https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/165881-26","1","30.000","02-03-2026","Kiralık Daire","1 +
                          1","50 m²","11
                        Yaşında","Yüksek Giriş","Basınsitesi Mevkide Genç Binda 1+1 Full Eşyalı Yüksek Giriş","İstanbul / Bahçelievler / Soğanlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-cumhuriyet-kiralik/daire/3351-1928","29","55.000","14-02-2026","Kiralık Daire","3 +
                          1","160 m²","21
                        Yaşında","4. Kat","Anka'dan Üsküdar Bulgurlu- Libadiye Caddesinde 40m2 Salonlu 3+1","İstanbul / Üsküdar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/anka-birlesik-emlakcilar-3351","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Anka Birleşik Emlakçılar","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17519","1","150.000","03-02-2026","Kiralık Daire","4 +
                          1","300 m²","25
                        Yaşında","Ara Kat","Günyüzü Emlaktan Flyynn Bölgesinde  Full Tadilatlı Yeni Binada 300 M2 4+1 Ara Kat Kiralık","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/cigdem-yavuz-4364083","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Günyüzü Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çiğdem
          Yavuz"
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/73540-11830","9","19.000","27-02-2026","Kiralık Daire","Stüdyo","45 m²","6
                        Yaşında","Bahçe Katı","İnönü Mah.Metroya 10 Dk Uzaklıkta Eşyalı 1+0 Stüdyo","İstanbul / Ataşehir / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/asia-emlak-73540","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Asıa Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/129971-857","21","37.500","03-03-2026","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","2. Kat","İnönü Mah. Sıfır Binada Sıfır Eşyalı Geniş Ara Kat Daireler","İstanbul / Ataşehir / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-mimar-sinan-kiralik/villa/3995-27212","53","157.500","23-02-2026","Kiralık Villa","4 +
                          1","280 m²","21
                        Yaşında","Bahçe Katı","Çekmeköy Göl Konakları'nda Kiralık Villa Boş","İstanbul / Çekmeköy / Mimar Sinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-rekor-3995","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Rekor","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-22018","60","35.950","23-01-2026","Kiralık Daire","2 +
                          1","82 m²","1
                        Yaşında","Giriş Katı","Direct'ten 7/24 Güvenlikli, K.Otoparklı,Ayrı Mutfaklı Fırsat 2+1","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-yeni-kiralik/daire/43996-28317","22","44.500","05-03-2026","Kiralık Daire","2 +
                          1","95 m²","20
                        Yaşında","5. Kat","Boş - Oturuma Hazır - Orman Manzaralı - Asansörlü - Komple Güneş Alır","İstanbul / Sarıyer / Bahçeköy Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/furkan-can-cigrikci-3216981","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koyuyeşil Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Furkan Can
          Çığrıkcı"
"https://www.hepsiemlak.com/istanbul-kagithane-sirintepe-kiralik/daire/72080-255","13","27.500","31-01-2026","Kiralık Daire","2 +
                          1","70 m²","26
                        Yaşında","2. Kat","Şirintepe De Cadde Üzerinde 2+1 Balkonlu Kiralık 70m2 Daire","İstanbul / Kağıthane / Şirintepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-fatih-sultan-mehmet-kiralik/daire/44001-1022","13","15.000","25-02-2026","Kiralık Daire","1 +
                          1","65 m²","25
                        Yaşında","3. Kat","1+1 Kiralık Daire","İstanbul / Sarıyer / Fatih Sultan Mehmet Mah.","https://www.hepsiemlak.com/emlak-ofisi/unal-emlak-pazarlama-44001","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünal Emlak Pazarlama","https://www.hepsiemlak.com/img/loadings/noImage55-55.png",""
"https://www.hepsiemlak.com/istanbul-esenyurt-yunus-emre-kiralik/daire/75964-2927","15","19.000","02-02-2026","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","Yüksek Giriş","Cadde Üzerinde Tertemiz 2+1 Kiralık Daire","İstanbul / Esenyurt / Yunus Emre Mah.","https://www.hepsiemlak.com/emlak-ofisi/kale-yapi-ltd-sti-75964/kale-yapi-ltd-sti-1433211","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/1/2/3/3/4/1/7eb66521-183a-4d4d-a084-5dc93d918666.jpg","Kale Yapı LTD ŞTI","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/6/9/5/7/0/15aa31fe-534f-4f62-9f4f-30a4911c3e5c.jpg","Kale Yapı
          LTD Sti"
"https://www.hepsiemlak.com/istanbul-sariyer-kazim-karabekir-pasa-kiralik/daire/0-46046703","6","18.000","31-01-2026","Kiralık Daire","2 +
                          1","80 m²","25
                        Yaşında","Giriş Katı","Kazımkarabekie Kiralık Daire Sobalı","İstanbul / Sarıyer / Kazım Karabekir Paşa Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-kiralik/daire/0-45968140","6","30.000","20-01-2026","Kiralık Daire","3 +
                          1","120 m²","30
                        Yaşında","3. Kat","Maltepe’de Bayan’a Kiralık Oda","İstanbul / Maltepe / İdealtepe Mah.","","","","",""
